,id,year,week,inventory_doc,material,designation,type,unit,division,store,supplier,theoritical_quantity,entred_quantity,deviation,deviation_cost,dev,date_catchment,corrected_by,catchment,delete,refecrence_inventory,inventory_number,Tys,company,currency,rate,deviation_cost_euro,week_date_cpt,year_date_cpt
303,2718313,2022,39,100781670,IS0006462S,ABS0951C3LM006,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
304,2718351,2022,39,100790944,IS0006463S,ABS0951C3LM007,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
305,2718376,2022,39,100768525,IS0006464S,ABS0951C3LM008,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-15,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
306,2718404,2022,39,100781671,IS0006465S,ABS0951C3LM009,CA,U,2010,2001,,8.00,8.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
307,2718564,2022,39,100790945,IS0006472S,ABS0951C3LM078,CA,U,2010,2001,,3.00,3.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
308,2718595,2022,39,100791030,IS0006474S,ABS0963003LF,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
309,2718648,2022,39,100791007,IS0006477S,ABS0971003A01,CA,U,2010,2001,,51.00,51.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.0,27,2022
310,2718687,2022,39,100781672,IS0006479S,ABS0973M08A,CA,U,2010,2001,,93.00,93.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
311,2718777,2022,39,100781673,IS0006481S,ABS0992B01,CA,U,2010,2001,,122.00,122.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
312,2718852,2022,39,100791008,IS0006482S,ABS0992B02,CA,U,2010,2001,,18.00,18.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
313,2718966,2022,39,100781674,IS0006487S,ABS1019005A,CA,U,2010,2001,,57.00,57.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.0,25,2022
314,2719118,2022,39,100791009,IS0006498S,ABS1069004B01,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
315,2719310,2022,39,100781675,IS0006512S,ABS1145A09P03A,CA,U,2010,2001,,19.00,19.00,0.00,0.00,EUR,2022-06-23,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
316,2719334,2022,39,100785534,IS0006513S,ABS1145A09S03A,CA,U,2010,2001,,308.00,308.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
317,2719383,2022,39,100791010,IS0006515S,ABS1145A15S03A,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
318,2719396,2022,39,100785535,IS0006516S,ABS1145A25S03A,CA,U,2010,2001,,56.00,56.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
319,2719411,2022,39,100785536,IS0006517S,ABS1145A37S03A,CA,U,2010,2001,,27.00,27.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
320,2719619,2022,39,100791011,IS0006535S,ABS1339D01L,CA,U,2010,2001,,240.00,239.00,-1.00,0.25,EUR,2022-07-04,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.25,27,2022
321,2719679,2022,39,100791012,IS0006541S,ABS1339D04L,CA,U,2010,2001,,250.00,250.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
322,2719758,2022,39,100791030,IS0006549S,ABS1339D08L,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
323,2720122,2022,39,100790946,IS0006611S,ABS1379003,CA,U,2010,2001,,21.00,21.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,0.0,26,2022
324,2720142,2022,39,100791030,IS0006612S,ABS1379003S,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
325,2720198,2022,39,100791013,IS0006615S,ABS1379006F,CA,U,2010,2001,,20.00,20.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
326,2720221,2022,39,100790912,IS0006617S,ABS1379006S,CA,U,2010,2001,,80.00,80.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
327,2720236,2022,39,100790947,IS0006618S,ABS138016M2222,CA,U,2010,2001,,30.00,30.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
328,2720361,2022,39,100791030,IS0006627S,ABS1427P0801NF,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
329,2720574,2022,39,100791014,IS0006638S,ABS1436G1,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
330,2721020,2022,39,100785537,IS0006650S,ABS1493122KZ22,CA,U,2010,2001,,210.00,205.00,-5.00,0.63,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.63,25,2022
331,2721187,2022,39,100791030,IS0006655S,ABS1512A056,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
332,2721199,2022,39,100791030,IS0006656S,ABS1512A057,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
333,2721208,2022,39,100791030,IS0006657S,ABS1512A058,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
334,2721213,2022,39,100791023,IS0006658S,ABS1512A528,CA,U,2010,2001,,51.00,50.00,-1.00,2.41,EUR,2022-07-04,L0025830,X,,QTY_GAP,,1,LFR1,EUR,1.0,2.41,27,2022
335,2721235,2022,39,100791030,IS0006659S,ABS1512A529,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
336,2721249,2022,39,100791030,IS0006660S,ABS1512A530,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
337,2721261,2022,39,100791015,IS0006661S,ABS1512A611,CA,U,2010,2001,,1.00,1.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
338,2721271,2022,39,100791030,IS0006662S,ABS1512A612,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
339,2721293,2022,39,100791030,IS0006663S,ABS1512A613,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
340,2721294,2022,39,100791030,IS0006663S,ABS1512A613,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
341,2721304,2022,39,100791030,IS0006664S,ABS1512A614,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
342,2721320,2022,39,100791030,IS0006665S,ABS1512A615,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
343,2721321,2022,39,100791030,IS0006665S,ABS1512A615,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
344,2721331,2022,39,100791024,IS0006666S,ABS1512A616,CA,U,2010,2001,,30.00,30.00,0.00,0.00,EUR,2022-07-06,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
345,2721332,2022,39,100791025,IS0006666S,ABS1512A616,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-06,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
346,2721368,2022,39,100791016,IS0006669S,ABS153001C1,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
347,2721397,2022,39,100791017,IS0006670S,ABS1547003A02N,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
348,2721415,2022,39,100785538,IS0006671S,ABS1547003D01N,CA,U,2010,2001,,7.00,7.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
349,2721432,2022,39,100785539,IS0006672S,ABS1547003D01W,CA,U,2010,2001,,7.00,7.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
350,2721448,2022,39,100785540,IS0006673S,ABS1547003D01Y,CA,U,2010,2001,,7.00,7.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
351,2721465,2022,39,100791018,IS0006674S,ABS1547003E01N,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
352,2721487,2022,39,100791019,IS0006675S,ABS1547003E02N,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
353,2721502,2022,39,100785541,IS0006676S,ABS1547003F01N,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
354,2721516,2022,39,100785547,IS0006677S,ABS1547003F01Y,CA,U,2010,2001,,10.00,10.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
355,2721533,2022,39,100766029,IS0006678S,ABS1550AB0SV003,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
356,2721555,2022,39,100791030,IS0006679S,ABS1550BC1SW020,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
357,2721567,2022,39,100766029,IS0006680S,ABS1550BC1SW021,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
358,2721586,2022,39,100791030,IS0006681S,ABS1550BC1TV025,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
359,2721597,2022,39,100766029,IS0006682S,ABS1550CA1SW024,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
360,2721623,2022,39,100791030,IS0006683S,ABS1551L4AD0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
361,2721815,2022,39,100791020,IS0006692S,ABS1569ME2202,CA,U,2010,2001,,30.00,30.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
362,2721863,2022,39,100766029,IS0006694S,ABS1569ME2204,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-13,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,24,2022
363,2721949,2022,39,100790948,IS0006697S,ABS157101A,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
364,2721989,2022,39,100791026,IS0006700S,ABS157501A,CA,U,2010,2001,,10.00,10.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
365,2722062,2022,39,100785548,IS0006703S,ABS159601,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
366,2722237,2022,39,100790949,IS0006714S,ABS1608004,CA,U,2010,2001,,17.00,17.00,0.00,0.00,EUR,2022-07-01,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
367,2722254,2022,39,100785549,IS0006715S,ABS161001A,CA,U,2010,2001,,10.00,10.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
368,2722265,2022,39,100785550,IS0006716S,ABS161002A,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
369,2722283,2022,39,100785551,IS0006717S,ABS161003,CA,U,2010,2001,,5.00,5.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
370,2722292,2022,39,100791027,IS0006718S,ABS1614T03,CA,U,2010,2001,,2.00,2.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
371,2722335,2022,39,100791030,IS0006722S,ABS1643ABSD054,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
372,2722348,2022,39,100791030,IS0006723S,ABS1643ABTA065,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
373,2722365,2022,39,100791030,IS0006724S,ABS1643ABTA066,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
374,2722373,2022,39,100791030,IS0006725S,ABS1643BCSA040,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
375,2722386,2022,39,100791030,IS0006726S,ABS1643BCSA041,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
376,2722418,2022,39,100791030,IS0006728S,ABS1643BCSB007,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
377,2722656,2022,39,100791030,IS0006744S,ABS1696B,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
378,2723050,2022,39,100791030,IS0006766S,ABS190601,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
379,2723163,2022,39,100791030,IS0006774S,ABS219533,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
380,2723191,2022,39,100791030,IS0006776S,ABS2208AB01S,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
381,2723245,2022,39,100785552,IS0006778S,ABS2208AB05S,CA,U,2010,2001,,10.00,10.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
382,2723295,2022,39,100791030,IS0006780S,ABS2208AP02S,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
383,2723340,2022,39,100791030,IS0006783S,ABS2208AP07D,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
384,2723477,2022,39,100791030,IS0006792S,ABS2216A15P,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
385,2723549,2022,39,100785553,IS0006795S,ABS2216A19W,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
386,2723904,2022,39,100791030,IS0006815S,ABS2216C13W,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
387,2724165,2022,39,100791030,IS0006831S,ABS2220SE0G04AT,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
388,2724402,2022,39,100791030,IS0006846S,ABS22620810,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
389,2724837,2022,39,100790348,IS0006860S,ABS227301,CA,U,2010,2001,,428.00,428.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
390,2725628,2022,39,100791030,IS0006903S,ABS2309DM01,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
391,2725771,2022,39,100791030,IS0006911S,ABS2418A055,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
392,2725772,2022,39,100791030,IS0006911S,ABS2418A055,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
393,2725773,2022,39,100791030,IS0006911S,ABS2418A055,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
394,2725921,2022,39,100791030,IS0006912S,ABS2418A085,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
395,2727047,2022,39,100790348,IS0006928S,ABS5334A01T,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
396,2727048,2022,39,100790348,IS0006928S,ABS5334A01T,CA,M,2010,2001,,210.00,210.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
397,2727049,2022,39,100790348,IS0006928S,ABS5334A01T,CA,M,2010,2001,,210.00,210.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
398,2728012,2022,39,100791030,IS0006941S,AN3154R,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
399,2728046,2022,39,100790348,IS0006944S,AN5156R7,CA,U,2010,2001,,100.00,100.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
400,2728097,2022,39,100791030,IS0006949S,ARALDITE2011,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
401,2728274,2022,39,100791031,IS0006963S,ASNA2001V36,CA,U,2010,2001,,41.00,41.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
402,2728286,2022,39,100791030,IS0006964S,ASNA2001V38,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
403,2728306,2022,39,100790348,IS0006968S,ASNA2083BG210,CA,U,2010,2001,,101.00,101.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
404,2728324,2022,39,100791030,IS0006969S,ASNA231001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
405,2728344,2022,39,100791030,IS0006971S,ASNA239710L,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
406,2728364,2022,39,100791030,IS0006973S,ASNA2397C4L,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
407,2728378,2022,39,100791030,IS0006974S,ASNA2397C8L,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
408,2728414,2022,39,100791030,IS0006977S,ASNA25531001,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
409,2728429,2022,39,100791030,IS0006979S,ASNA2679072,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
410,2728452,2022,39,100791030,IS0006981S,ASNA267908,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
411,2728510,2022,39,100791030,IS0006985S,ASNA270940,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
412,2728541,2022,39,100791032,IS0006987S,ASNA35652750,CA,M,2010,2001,,33.00,33.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
413,2728691,2022,39,100791030,IS0006991S,ASNA51072501B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
414,2728692,2022,39,100791030,IS0006991S,ASNA51072501B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
415,2728693,2022,39,100791030,IS0006991S,ASNA51072501B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
416,2728694,2022,39,100791030,IS0006991S,ASNA51072501B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
417,2728695,2022,39,100791030,IS0006991S,ASNA51072501B,CA,M,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
418,2729403,2022,39,100790348,IS0006993S,ASNA51072503B,CA,M,2010,2001,,45.00,45.00,0.00,0.00,EUR,2022-06-29,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,26,2022
419,2729783,2022,39,100791033,IS0006994S,ASNE002800,CA,U,2010,2001,,4.00,4.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
420,2729806,2022,39,100791044,IS0006996S,ASNE0039R14T15SNF,CA,U,2010,2001,,22.00,22.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
421,2729831,2022,39,100791030,IS0006997S,ASNE0055C1800CT,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
422,2729850,2022,39,100791045,IS0006998S,ASNE0056013V0B,CA,U,2010,2001,,200.00,200.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
423,2729881,2022,39,100791046,IS0007000S,ASNE006101A05A0,CA,U,2010,2001,,8.00,8.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
424,2729893,2022,39,100791030,IS0007001S,ASNE0062A0S4BA5B,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
425,2729908,2022,39,100791030,IS0007002S,ASNE0062A0S4BJ0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
426,2729997,2022,39,100791030,IS0007006S,ASNE0062B0S4BF0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
427,2730023,2022,39,100791030,IS0007007S,ASNE0062B0S4BJ0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
428,2730039,2022,39,100791030,IS0007008S,ASNE0062B1A4AC0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
429,2730057,2022,39,100791030,IS0007009S,ASNE0062B1A4AD0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
430,2730076,2022,39,100791030,IS0007010S,ASNE0062B1G4AD0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
431,2730118,2022,39,100791030,IS0007012S,ASNE0062B6S4BA5A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
432,2730162,2022,39,100791047,IS0007014S,ASNE0062C0S4BJ0A,CA,U,2010,2001,,3.00,3.00,0.00,0.00,EUR,2022-07-05,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
433,2730193,2022,39,100791030,IS0007016S,ASNE0062C1A4AC0A,CA,U,2010,2001,,0.00,0.00,0.00,0.00,EUR,2022-07-04,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,27,2022
434,2730244,2022,39,100785554,IS0007019S,ASNE0062D1S4BA0A,CA,U,2010,2001,,16.00,16.00,0.00,0.00,EUR,2022-06-24,L0025830,X,,,,1,LFR1,EUR,1.0,0.0,25,2022
